Nhom6_KTVXL,1686755697,31.80,53.14,100031.11,6,8,8,513
Nhom6_KTVXL,1686755702,31.80,53.13,100029.20,7,9,9,513
Nhom6_KTVXL,1686755707,31.81,53.11,100031.81,8,10,10,513
Nhom6_KTVXL,1686755712,31.82,53.07,100029.53,8,9,10,513
Nhom6_KTVXL,1686755717,31.82,53.03,100030.91,7,9,9,513
Nhom6_KTVXL,1686755722,31.84,53.00,100033.14,7,8,9,511
Nhom6_KTVXL,1686755727,31.83,52.96,100035.88,7,8,9,511
Nhom6_KTVXL,1686755732,31.81,52.98,100027.69,7,9,11,511
Nhom6_KTVXL,1686755737,31.79,52.91,100029.45,7,9,11,513
Nhom6_KTVXL,1686755742,31.78,52.89,100030.67,7,9,11,511
Nhom6_KTVXL,1686755747,31.77,52.91,100032.73,7,9,9,513
Nhom6_KTVXL,1686755752,31.75,52.94,100030.33,7,9,9,513
Nhom6_KTVXL,1686755757,31.73,52.91,100031.95,8,9,9,513
Nhom6_KTVXL,1686755762,31.68,52.88,100031.20,8,10,10,511
Nhom6_KTVXL,1686755767,31.70,52.91,100033.41,7,10,10,511
Nhom6_KTVXL,1686755772,31.72,52.88,100032.90,8,10,10,511
Nhom6_KTVXL,1686755777,31.70,52.87,100029.44,7,10,10,511
Nhom6_KTVXL,1686755782,31.74,53.09,100032.80,7,9,9,511
Nhom6_KTVXL,1686755787,31.78,53.18,100033.69,7,9,11,511
Nhom6_KTVXL,1686755792,31.85,53.20,100033.98,7,11,12,511
Nhom6_KTVXL,1686755797,31.87,53.25,100035.66,6,10,13,511
Nhom6_KTVXL,1686755802,31.88,53.26,100032.80,8,11,12,511
Nhom6_KTVXL,1686755807,31.87,53.21,100032.64,9,11,12,511
Nhom6_KTVXL,1686755812,31.87,53.21,100034.70,8,10,10,509
Nhom6_KTVXL,1686755817,31.88,53.23,100036.50,7,10,11,511
Nhom6_KTVXL,1686755822,31.90,53.25,100033.36,8,10,11,509
Nhom6_KTVXL,1686755827,31.88,53.15,100029.78,8,11,12,509
Nhom6_KTVXL,1686755832,31.82,53.09,100033.77,8,11,12,509
Nhom6_KTVXL,1686755837,31.79,53.03,100033.70,9,11,11,509
Nhom6_KTVXL,1686755842,31.78,53.00,100031.36,9,12,12,509
Nhom6_KTVXL,1686755847,31.79,52.99,100034.12,9,12,12,509
Nhom6_KTVXL,1686755852,31.75,53.06,100035.72,9,13,13,509
Nhom6_KTVXL,1686755857,31.76,53.03,100035.46,9,12,12,509
Nhom6_KTVXL,1686755862,31.75,53.00,100034.45,8,10,10,507
Nhom6_KTVXL,1686755867,31.74,52.97,100033.49,8,11,12,507
Nhom6_KTVXL,1686755872,31.72,53.01,100035.54,8,12,14,507
Nhom6_KTVXL,1686755877,31.72,53.11,100033.05,8,14,15,507
Nhom6_KTVXL,1686755882,31.76,53.20,100031.73,9,14,15,507
Nhom6_KTVXL,1686755887,31.75,53.17,100034.34,9,15,16,507
Nhom6_KTVXL,1686755892,31.79,53.12,100035.08,10,14,14,505
Nhom6_KTVXL,1686755897,31.82,53.27,100035.83,10,14,14,505
Nhom6_KTVXL,1686755902,31.85,53.80,100035.09,10,13,13,505
Nhom6_KTVXL,1686755907,31.91,53.91,100035.47,10,13,13,505
Nhom6_KTVXL,1686755912,31.96,54.09,100033.20,10,14,14,505
Nhom6_KTVXL,1686755917,31.91,53.90,100036.16,9,14,14,505
Nhom6_KTVXL,1686755922,31.89,53.70,100035.56,9,14,14,505
Nhom6_KTVXL,1686755927,31.81,53.56,100036.20,10,15,15,505
Nhom6_KTVXL,1686755932,31.79,53.55,100038.12,8,13,13,505
Nhom6_KTVXL,1686755937,31.80,53.60,100037.98,9,14,14,505
Nhom6_KTVXL,1686755942,31.78,53.47,100038.23,7,10,10,505
Nhom6_KTVXL,1686755947,31.79,53.47,100037.02,9,12,12,505
Nhom6_KTVXL,1686755952,31.75,53.38,100033.66,8,11,11,505
Nhom6_KTVXL,1686755957,31.75,53.33,100034.45,9,12,12,505
Nhom6_KTVXL,1686755962,31.74,53.39,100034.04,9,13,14,505
Nhom6_KTVXL,1686755967,31.72,53.44,100037.71,10,14,15,505
Nhom6_KTVXL,1686755972,31.72,53.62,100034.84,10,14,15,505
Nhom6_KTVXL,1686755977,31.72,53.85,100034.16,10,14,15,505
Nhom6_KTVXL,1686755982,31.72,54.02,100034.84,11,16,17,507
Nhom6_KTVXL,1686755987,31.75,54.08,100036.52,10,16,16,507
Nhom6_KTVXL,1686755992,31.76,54.05,100034.47,10,15,15,507
Nhom6_KTVXL,1686755997,31.77,53.96,100036.32,9,14,14,507
Nhom6_KTVXL,1686756002,31.78,53.89,100034.38,9,11,11,507
Nhom6_KTVXL,1686756007,31.78,53.79,100033.84,9,11,11,507
Nhom6_KTVXL,1686756012,31.79,53.72,100037.02,9,13,14,507
Nhom6_KTVXL,1686756017,31.78,53.67,100033.95,9,13,14,507
Nhom6_KTVXL,1686756022,31.79,53.65,100034.95,10,14,14,507
Nhom6_KTVXL,1686756027,31.80,53.65,100034.70,10,13,13,507
Nhom6_KTVXL,1686756032,31.81,53.70,100033.88,10,13,13,507
Nhom6_KTVXL,1686756037,31.80,53.70,100031.95,10,13,13,507
Nhom6_KTVXL,1686756042,31.80,53.67,100035.40,9,12,15,507
Nhom6_KTVXL,1686756047,31.82,53.59,100034.19,9,12,15,507
Nhom6_KTVXL,1686756052,31.81,53.62,100034.83,7,12,17,507
Nhom6_KTVXL,1686756057,31.81,53.61,100034.14,8,13,18,507
Nhom6_KTVXL,1686756062,31.80,53.55,100034.02,7,12,13,507
Nhom6_KTVXL,1686756067,31.75,53.41,100032.55,7,12,13,507
Nhom6_KTVXL,1686756072,31.71,53.37,100031.78,9,13,14,507
Nhom6_KTVXL,1686756077,31.73,53.40,100037.34,9,13,15,507
Nhom6_KTVXL,1686756082,31.72,53.46,100035.54,10,13,15,507
Nhom6_KTVXL,1686756087,31.73,53.39,100037.72,8,12,14,507
Nhom6_KTVXL,1686756092,31.73,53.33,100036.51,8,10,12,507
Nhom6_KTVXL,1686756097,31.73,53.35,100030.45,8,10,12,507
Nhom6_KTVXL,1686756102,31.73,53.23,100032.91,7,10,10,507
Nhom6_KTVXL,1686756107,31.75,53.21,100036.41,9,12,13,507
Nhom6_KTVXL,1686756112,31.77,53.17,100034.37,9,12,16,507
Nhom6_KTVXL,1686756117,31.77,53.13,100036.59,10,14,18,507
Nhom6_KTVXL,1686756122,31.76,53.19,100032.70,8,11,14,507
Nhom6_KTVXL,1686756127,31.75,53.24,100033.66,9,12,15,507
Nhom6_KTVXL,1686756132,31.75,53.36,100036.95,8,10,10,507
Nhom6_KTVXL,1686756137,31.76,53.36,100037.52,7,10,10,507
Nhom6_KTVXL,1686756142,31.77,53.20,100032.45,7,9,10,507
Nhom6_KTVXL,1686756147,31.78,53.12,100030.94,8,11,12,507
Nhom6_KTVXL,1686756152,31.78,53.13,100036.86,10,12,13,507
Nhom6_KTVXL,1686756157,31.79,53.13,100037.45,10,12,13,507
Nhom6_KTVXL,1686756162,31.79,53.10,100035.77,10,13,14,507
Nhom6_KTVXL,1686756167,31.80,52.99,100034.97,10,13,13,507
Nhom6_KTVXL,1686756172,31.81,52.94,100037.73,9,12,12,507
Nhom6_KTVXL,1686756177,31.81,52.98,100031.81,8,12,12,507
Nhom6_KTVXL,1686756182,31.84,52.90,100034.36,10,13,13,507
Nhom6_KTVXL,1686756187,31.84,52.86,100032.98,8,12,12,507
Nhom6_KTVXL,1686756192,31.81,52.77,100032.92,10,13,14,507
Nhom6_KTVXL,1686756197,31.81,52.74,100033.61,9,12,13,507
Nhom6_KTVXL,1686756202,31.80,52.80,100032.23,8,12,14,507
Nhom6_KTVXL,1686756207,31.79,52.81,100034.39,9,12,14,507
Nhom6_KTVXL,1686756212,31.80,52.74,100033.17,8,10,12,507
Nhom6_KTVXL,1686756217,31.82,52.70,100036.52,9,12,14,507
Nhom6_KTVXL,1686756222,31.84,52.61,100030.92,9,12,13,507
Nhom6_KTVXL,1686756227,31.81,52.62,100034.83,9,11,11,507
Nhom6_KTVXL,1686756232,31.83,52.60,100036.30,9,12,12,507
Nhom6_KTVXL,1686756237,31.82,52.55,100029.08,8,10,10,507
Nhom6_KTVXL,1686756242,31.83,52.50,100037.41,8,11,11,507
Nhom6_KTVXL,1686756247,31.83,52.47,100036.72,9,12,12,507
