Nhom6_KTVXL,1686732425,-273.00,-1.00,-1.00,24,35,37,196
Nhom6_KTVXL,1686732430,-273.00,-1.00,-1.00,22,34,34,196
Nhom6_KTVXL,1686732435,-273.00,-1.00,-1.00,21,32,32,196
Nhom6_KTVXL,1686732440,-273.00,-1.00,-1.00,20,30,30,196
Nhom6_KTVXL,1686732467,32.08,71.40,99691.44,22,30,31,196
Nhom6_KTVXL,1686732472,32.08,71.35,99690.48,21,29,30,196
Nhom6_KTVXL,1686732477,32.09,71.30,99688.95,20,28,29,196
Nhom6_KTVXL,1686732482,32.09,71.35,99693.66,23,34,35,196
Nhom6_KTVXL,1686732487,32.13,71.89,99691.61,23,32,34,196
Nhom6_KTVXL,1686732492,32.18,72.21,99692.20,24,34,34,472
Nhom6_KTVXL,1686732497,32.24,72.71,99698.05,23,32,33,480
Nhom6_KTVXL,1686732515,32.46,72.49,99696.23,24,36,39,498
Nhom6_KTVXL,1686732520,32.42,72.03,99698.25,23,37,40,494
Nhom6_KTVXL,1686732525,32.39,71.73,99694.77,22,37,39,492
Nhom6_KTVXL,1686732530,32.38,71.48,99694.38,22,31,32,490
Nhom6_KTVXL,1686732552,32.35,71.31,99694.72,23,34,36,472
Nhom6_KTVXL,1686732557,32.34,71.26,99695.13,23,34,36,464
Nhom6_KTVXL,1686732562,32.32,71.19,99697.31,21,31,33,464
Nhom6_KTVXL,1686732567,32.30,71.20,99695.50,20,32,33,462
Nhom6_KTVXL,1686732572,32.30,71.15,99699.22,21,32,34,462
Nhom6_KTVXL,1686732577,32.30,71.13,99694.40,23,32,33,460
Nhom6_KTVXL,1686732582,32.31,71.14,99698.11,23,31,33,460
Nhom6_KTVXL,1686732587,32.30,71.08,99694.94,24,31,33,458
Nhom6_KTVXL,1686732592,32.29,71.05,99696.03,24,32,36,458
Nhom6_KTVXL,1686732597,32.29,71.07,99698.52,25,35,38,458
Nhom6_KTVXL,1686732602,32.28,71.08,99699.33,23,34,36,458
Nhom6_KTVXL,1686732607,32.27,71.07,99699.47,23,33,36,458
Nhom6_KTVXL,1686732612,32.28,71.07,99701.27,24,30,32,456
Nhom6_KTVXL,1686732617,32.26,71.06,99699.20,22,29,30,456
Nhom6_KTVXL,1686732622,32.26,71.08,99697.13,21,28,28,454
Nhom6_KTVXL,1686732627,32.26,71.10,99695.75,22,28,28,454
Nhom6_KTVXL,1686732632,32.26,71.13,99696.45,21,28,28,454
Nhom6_KTVXL,1686732637,32.26,71.15,99698.09,20,28,28,452
Nhom6_KTVXL,1686732642,32.26,71.15,99696.02,20,28,28,452
Nhom6_KTVXL,1686732647,32.27,71.15,99693.81,18,27,27,452
Nhom6_KTVXL,1686732652,32.25,71.13,99698.89,20,27,27,452
Nhom6_KTVXL,1686732657,32.25,71.14,99696.67,20,27,29,452
Nhom6_KTVXL,1686732662,32.25,71.14,99694.34,20,28,30,450
Nhom6_KTVXL,1686732667,32.25,71.16,99696.41,21,29,31,450
Nhom6_KTVXL,1686732672,32.24,71.17,99692.42,22,31,32,449
Nhom6_KTVXL,1686732677,32.25,71.15,99695.30,21,31,33,449
Nhom6_KTVXL,1686732682,32.24,71.13,99690.36,23,32,34,449
Nhom6_KTVXL,1686732687,32.24,71.11,99694.48,22,31,33,447
Nhom6_KTVXL,1686732692,32.25,71.10,99692.16,21,30,32,447
Nhom6_KTVXL,1686732697,32.25,71.10,99694.61,22,29,31,447
Nhom6_KTVXL,1686732702,32.25,71.09,99694.22,20,28,28,445
